target_id	length	eff_length	est_counts	tpm
AT1G18280.1	951	790.134	5	0.289542
AT1G05040.2	996	835.134	0	0
AT1G27710.2	697	536.134	0	0
AT1G27710.1	881	720.134	0	0
AT1G79320.1	1381	1220.13	211	7.91255
AT1G72240.1	719	558.134	173	14.1824
AT1G75440.1	892	731.134	1115.51	69.8104
AT1G04455.1	354	194.421	0	0
AT1G02260.2	2022	1861.13	202.202	4.97108
AT1G20823.1	1006	845.134	166	8.9872
AT1G02260.1	2482	2321.13	259.798	5.12126
AT1G65850.2	3343	3182.13	0	0
AT1G65850.3	3658	3497.13	56	0.732685
AT1G65850.1	3111	2950.13	0	0
AT1G78890.1	1419	1258.13	530.731	19.3014
AT1G78890.2	958	797.134	331.751	19.0424
AT1G75690.1	1358	1197.13	88	3.36342
AT1G33102.1	768	607.134	45	3.39133
AT1G64970.1	1415	1254.13	140	5.10771
AT1G34770.5	743	582.134	30.2792	2.37993
AT1G34770.4	940	779.134	27.73	1.62847
AT1G05260.1	1254	1093.13	12945	541.839
AT1G34770.6	618	457.134	5.00672	0.501131
AT1G34770.1	1029	868.134	229.542	12.0981
AT1G34770.3	910	749.134	46.1851	2.82088
AT1G34770.2	1102	941.134	13.2566	0.6445
AT1G33945.1	354	194.421	0	0
AT1G30370.1	1779	1618.13	227	6.41879
AT1G59620.1	3021	2860.13	0	0
AT1G64010.1	678	517.134	5.45432	0.482591
AT1G27350.1	862	701.134	3483.9	227.356
AT1G64010.2	820	659.134	1.54568	0.107297
AT1G32930.1	1698	1537.13	391	11.6388
AT1G55540.1	5903	5742.13	192.754	1.53593
AT1G76530.1	1467	1306.13	3	0.105093
AT1G70985.1	614	453.134	28	2.82731
AT1G01190.1	1669	1508.13	33.5544	1.01801
AT1G55947.1	579	418.134	0	0
AT1G01190.2	1690	1529.13	12.4456	0.372403
AT1G54630.2	1025	864.134	104.319	5.52361
AT1G31630.1	1020	859.134	0	0
AT1G54630.1	943	782.134	4635.02	271.152
AT1G52030.2	2748	2587.13	0	0
AT1G52030.3	2349	2188.13	0	0
AT1G52030.1	2335	2174.13	0	0
AT1G14830.1	2404	2243.13	5272	107.538
AT1G48953.1	650	489.134	0	0
AT1G80330.1	1068	907.134	0	0
AT1G55900.2	1457	1296.13	76.5894	2.70371
AT1G52420.1	2787	2626.13	2736	47.6695
AT1G32870.2	1635	1474.13	3.11758e-08	9.67659e-10
AT1G20460.1	1334	1173.13	641.701	25.028
AT1G48230.2	1889	1728.13	889.693	23.5562
AT1G48230.1	1604	1443.13	864.307	27.4033
AT1G12160.1	1705	1544.13	732	21.6904
AT1G69150.1	2174	2013.13	48	1.09096
AT1G29350.1	3044	2883.13	2276.38	36.1262
AT1G61160.1	632	471.134	0	0
AT1G16560.4	1033	872.134	0	0
AT1G16560.5	1473	1312.13	77.5242	2.70334
AT1G16560.6	1376	1215.13	1.46913e-07	5.53195e-09
AT1G16560.7	1346	1185.13	0	0
AT1G16560.1	1356	1195.13	17.3596	0.664606
AT1G16560.2	1501	1340.13	2532.84	86.4771
AT1G16560.3	1196	1035.13	0	0
AT1G22480.1	1112	951.134	18	0.86591
AT1G16560.8	1166	1005.13	0	0
AT1G16560.9	1081	920.134	450.871	22.4204
AT1G78020.1	1015	854.134	919	49.2302
AT1G16500.1	1287	1126.13	131	5.32259
AT1G53180.2	1608	1447.13	0	0
AT1G61140.1	4540	4379.13	390.672	4.08193
AT1G61140.2	3279	3118.13	0	0
AT1G61140.3	4525	4364.13	175.328	1.83821
AT1G78860.1	1689	1528.13	926.202	27.7323
AT1G76530.2	1506	1345.13	0	0
AT1G22260.1	2953	2792.13	18.3152	0.300135
AT1G22260.2	2468	2307.13	4.53528	0.0899442
AT1G22260.3	2671	2510.13	3.14953	0.0574104
AT1G55460.1	1721	1560.13	805	23.6089
AT1G73470.3	1243	1082.13	59.8175	2.52923
AT1G04270.2	795	634.134	8.9669	0.646998
AT1G04270.1	923	762.134	21811.5	1309.47
AT1G51480.1	2763	2602.13	27	0.474762
AT1G50190.1	1860	1699.13	1	0.0269286
AT1G69870.1	2420	2259.13	8	0.162028
AT1G67025.1	956	795.134	0	0
AT1G67025.2	1700	1539.13	2.38304	0.0708429
AT1G04210.1	4016	3855.13	1390	16.4975
AT1G07070.1	684	523.134	2257	197.406
AT1G73410.2	1575	1414.13	18.4599	0.597284
AT1G50170.1	1085	924.134	338.848	16.7769
AT1G50170.3	1115	954.134	7.39747	0.354744
AT1G50170.2	1271	1110.13	42.7544	1.76217
AT1G07010.2	1255	1094.13	0	0
AT1G06770.1	1982	1821.13	233.013	5.85437
AT1G06770.2	2280	2119.13	27.987	0.604281
AT1G06770.3	1970	1809.13	0	0
AT1G25320.1	2515	2354.13	354	6.8804
AT1G01740.2	1911	1750.13	16.4699	0.430587
AT1G04945.2	1698	1537.13	245.449	7.30621
AT1G54773.1	192	50.6558	12	10.8391
AT1G36730.1	2286	2125.13	6257	134.717
AT1G13650.2	1340	1179.13	0	0
AT1G77580.4	2757	2596.13	109.37	1.92758
AT1G78580.4	2988	2827.13	248.93	4.02877
AT1G33360.1	2999	2838.13	1199	19.3298
AT1G54650.1	1274	1113.13	0	0
AT1G54650.2	1472	1311.13	17.6507	0.615965
AT1G54650.3	1175	1014.13	252.349	11.3854
AT1G72750.1	1205	1044.13	4012	175.811
AT1G28960.1	1399	1238.13	0	0
AT1G28960.3	1285	1124.13	250.283	10.1872
AT1G28960.5	1309	1148.13	138.374	5.51445
AT1G28960.7	1395	1234.13	206.019	7.63813
AT1G28960.6	1502	1341.13	91.324	3.11569
AT1G54510.3	2296	2135.13	10.4663	0.224291
AT1G54510.2	1926	1765.13	0	0
AT1G51030.1	463	302.339	8	1.2107
AT1G54510.5	2098	1937.13	228.526	5.39782
AT1G32540.1	1332	1171.13	1.54474	0.0603517
AT1G79880.3	1314	1153.13	10.8072	0.428821
AT1G32540.2	1481	1320.13	1.45526	0.0504389
AT1G80730.1	1064	903.134	30	1.51989
AT1G79740.3	2239	2078.13	6.08562e-05	1.3399e-06
AT1G79740.2	2298	2137.13	13.3946	0.286775
AT1G79740.1	1996	1835.13	100.402	2.50331
AT1G35420.1	1275	1114.13	19	0.780293
AT1G61780.1	692	531.134	1469	126.549
AT1G66240.2	502	341.24	322.775	43.2793
AT1G66240.3	439	278.366	40.4777	6.65336
AT1G66240.1	742	581.134	8081.75	636.313
AT1G26850.3	2294	2133.13	0	0
AT1G26850.2	2271	2110.13	1692.68	36.7035
AT1G26850.1	2585	2424.13	6677.32	126.034
AT1G61215.1	2201	2040.13	50.1415	1.12456
AT1G61215.2	1550	1389.13	18.8585	0.62116
AT1G10780.2	1560	1399.13	41.5964	1.36031
AT1G23965.1	1178	1017.13	1	0.0449846
AT1G10780.1	1679	1518.13	293.404	8.84295
AT1G72141.1	177	40.5675	0	0
AT1G26840.1	1204	1043.13	499	21.8878
AT1G49360.2	1794	1633.13	93.5218	2.62019
AT1G49360.3	1137	976.134	0	0
AT1G49360.1	1578	1417.13	182.521	5.89311
AT1G10455.1	459	298.339	1	0.153367
AT1G19680.1	1832	1671.13	532.94	14.5918
AT1G75710.1	1735	1574.13	840	24.4163
AT1G72360.2	1188	1027.13	253.001	11.2703
AT1G70510.2	1380	1219.13	16.2933	0.611505
AT1G02910.1	1634	1473.13	290.618	9.02655
AT1G02910.2	1690	1529.13	5.38231	0.161051
AT1G09140.2	1130	969.134	170.228	8.03691
AT1G09140.3	2256	2095.13	504.601	11.0199
AT1G09140.1	1156	995.134	954.171	43.8719
AT1G34780.1	1315	1154.13	237.697	9.42343
AT1G34780.2	1369	1208.13	109.303	4.13961
AT1G71680.2	1968	1807.13	0	0
AT1G48560.2	2230	2069.13	0	0
AT1G48560.1	2414	2253.13	91.478	1.85768
AT1G14270.1	1123	962.134	32.0026	1.52192
AT1G10040.1	1771	1610.13	364.397	10.3551
AT1G26170.1	3581	3420.13	530	7.09046
AT1G10040.2	1665	1504.13	12.6027	0.383372
AT1G72416.4	723	562.134	40.4332	3.29109
AT1G50110.2	1255	1094.13	317.146	13.2627
AT1G50110.1	1462	1301.13	546.854	19.2305
AT1G78150.2	1449	1288.13	14.8867	0.528786
AT1G72416.1	812	651.134	103.075	7.24311
AT1G72416.2	908	747.134	180.864	11.0763
AT1G72416.3	1396	1235.13	17.628	0.653025
AT1G65681.1	672	511.134	0	0
AT1G08780.1	724	563.134	1163	94.4952
AT1G79380.1	1820	1659.13	1692	46.6617
AT1G12200.1	1837	1676.13	564.565	15.4116
AT1G12200.2	1977	1816.13	21.4346	0.54002
AT1G49870.2	2648	2487.13	48.8541	0.898761
AT1G01350.1	1434	1273.13	893.729	32.1199
AT1G49870.1	2908	2747.13	326.146	5.43218
AT1G66100.1	992	831.134	0	0
AT1G52440.1	810	649.134	1	0.0704867
AT1G59171.2	277	120.842	0	0
AT1G59171.1	1155	994.134	0	0
AT1G80510.1	2043	1882.13	456	11.0855
AT1G14170.1	1893	1732.13	1178.72	31.1365
AT1G14170.3	1440	1279.13	849.82	30.3985
AT1G14170.2	1723	1562.13	32.4616	0.950809
AT1G61620.1	1345	1184.13	1130	43.6636
AT1G01340.1	2411	2250.13	27.1891	0.552877
AT1G01340.2	2550	2389.13	484.811	9.28482
AT1G18210.1	1242	1081.13	990.229	41.9081
AT1G18210.2	667	506.134	1567.71	141.723
AT1G02680.1	907	746.134	357	21.8924
AT1G51090.1	1037	876.134	3	0.156672
AT1G32361.1	1218	1057.13	0	0
AT1G18450.1	1721	1560.13	1337	39.2113
AT1G50500.4	2649	2488.13	78.2434	1.43885
AT1G50500.5	2830	2669.13	45.9595	0.787856
AT1G75210.2	2738	2577.13	6.58487	0.11691
AT1G50500.1	3099	2938.13	948.576	14.7721
AT1G50500.2	2859	2698.13	52.2318	0.885754
AT1G50500.3	3197	3036.13	12.9891	0.195749
AT1G47610.1	1330	1169.13	43	1.68285
AT1G36180.1	7404	7243.13	130	0.821218
AT1G50560.1	2001	1840.13	1053.58	26.1974
AT1G23550.1	1416	1255.13	74	2.69764
AT1G18470.1	2403	2242.13	792.898	16.1807
AT1G18470.2	1931	1770.13	325.555	8.41511
AT1G70895.2	1447	1286.13	68.7846	2.44707
AT1G34855.1	576	415.134	0	0
AT1G78620.1	1045	884.134	434.14	22.4674
AT1G31170.4	866	705.134	0	0
AT1G31170.5	1124	963.134	20.8042	0.988339
AT1G65300.1	929	768.134	0	0
AT1G31170.1	1400	1239.13	83.5213	3.08404
AT1G31170.2	532	371.134	196.519	24.2279
AT1G31170.3	471	310.339	3.15506	0.465172
AT1G76320.1	2901	2740.13	150.176	2.50767
AT1G76320.2	2566	2405.13	156.089	2.96944
AT1G76320.3	3079	2918.13	6.09554	0.095576
AT1G76320.4	2793	2632.13	116.64	2.02759
AT1G64710.2	1378	1217.13	0	0
AT1G64710.3	1279	1118.13	0	0
AT1G64710.1	1143	982.134	0	0
AT1G46984.1	1113	952.134	0	0
AT1G64600.1	1908	1747.13	345	9.03514
AT1G63535.1	183	44.3904	0	0
AT1G61390.1	2727	2566.13	0	0
AT1G61390.2	2962	2801.13	19	0.310357
AT1G15840.1	923	762.134	0	0
AT1G67080.2	1411	1250.13	274.056	10.0305
AT1G67080.1	917	756.134	483.944	29.2845
AT1G26470.1	779	618.134	881	65.2131
AT1G66160.1	1296	1135.13	164.297	6.62253
AT1G02040.1	1173	1012.13	5	0.226034
AT1G60640.2	1370	1209.13	763.437	28.8895
AT1G13230.1	1600	1439.13	13	0.413318
AT1G03000.1	3295	3134.13	315	4.5987
AT1G69480.1	2730	2569.13	12	0.213716
AT1G24575.1	732	571.134	6	0.480679
AT1G70740.1	1917	1756.13	332	8.65012
AT1G70740.2	1833	1672.13	0	0
AT1G62510.1	889	728.134	142	8.92316
AT1G67090.1	1268	1107.13	418	17.275
AT1G67090.2	1018	857.134	0	0
AT1G67430.2	608	447.134	11.0705	1.13285
AT1G02060.1	2225	2064.13	80	1.77335
AT1G67430.1	833	672.134	24852.9	1691.86
AT1G13250.1	1738	1577.13	287	8.32636
AT1G27940.2	4083	3922.13	0	0
AT1G60640.3	1179	1018.13	0	0
AT1G27940.1	3845	3684.13	2	0.0248391
AT1G04650.1	3380	3219.13	57.7659	0.821058
AT1G04650.2	2767	2606.13	60.2341	1.05752
AT1G34390.1	1797	1636.13	0	0
AT1G22610.1	3327	3166.13	38.8875	0.561982
AT1G19790.2	1520	1359.13	9.89192	0.333012
AT1G04670.1	763	602.134	2	0.151977
AT1G19790.1	1680	1519.13	5.10808	0.153852
AT1G66850.1	559	398.134	0	0
AT1G75160.1	1517	1356.13	69	2.32803
AT1G10560.1	2567	2406.13	337	6.40843
AT1G48180.2	720	559.134	0	0
AT1G20920.5	4296	4135.13	327.961	3.6289
AT1G20920.4	3811	3650.13	0	0
AT1G20920.7	4371	4210.13	11.813	0.128383
AT1G20920.6	3501	3340.13	0	0
AT1G20920.1	4445	4284.13	233.681	2.49575
AT1G65700.3	763	602.134	116.176	8.82809
AT1G20920.3	4602	4441.13	30.5448	0.314691
AT1G20920.2	4438	4277.13	0	0
AT1G69470.1	423	262.449	0	0
AT1G23995.1	300	142.191	4	1.28715
AT1G75170.2	944	783.134	320.083	18.7011
AT1G75170.3	1086	925.134	43.7754	2.16504
AT1G62060.1	732	571.134	0	0
AT1G11180.3	1103	942.134	46.7142	2.26871
AT1G11180.2	940	779.134	0	0
AT1G11180.1	1126	965.134	25.2858	1.19875
AT1G79040.1	784	623.134	3041	223.294
AT1G33760.1	1164	1003.13	0	0
AT1G61430.12	2570	2409.13	0	0
AT1G61430.13	2558	2397.13	0	0
AT1G55520.2	936	775.134	0	0
AT1G61430.11	2841	2680.13	11.794	0.201348
AT1G45180.2	2224	2063.13	9.69331	0.214974
AT1G45180.3	2527	2366.13	5.93924	0.114851
AT1G45180.1	2504	2343.13	293.367	5.72871
AT1G45180.4	2444	2283.13	0	0
AT1G09060.4	2914	2753.13	76.8409	1.27705
AT1G09060.1	2908	2747.13	0	0
AT1G09060.3	3077	2916.13	97.0294	1.52243
AT1G09060.2	2963	2802.13	358.13	5.84781
AT1G17230.3	4396	4235.13	30.2262	0.326556
AT1G17230.2	3688	3527.13	41.1781	0.534179
AT1G17230.1	4342	4181.13	43.5957	0.47708
AT1G72230.1	1062	901.134	1718	87.2319
AT1G47640.1	1180	1019.13	2480	111.343
AT1G20280.1	612	451.134	1	0.101423
AT1G80000.4	2531	2370.13	95.1753	1.83735
AT1G23070.1	1461	1300.13	0	0
AT1G61360.4	2968	2807.13	20.5588	0.335102
AT1G14030.1	1713	1552.13	55	1.62134
AT1G72510.1	1461	1300.13	1447.5	50.9414
AT1G61360.1	2782	2621.13	386.171	6.74113
AT1G61360.2	2604	2443.13	10.0487	0.188194
AT1G61360.3	2432	2271.13	112.221	2.26086
AT1G76830.1	1262	1101.13	0	0
AT1G80960.2	1619	1458.13	39.0766	1.2262
AT1G59610.1	3340	3179.13	1966	28.2954
AT1G18170.1	1168	1007.13	87	3.95252
AT1G55110.1	1556	1395.13	81.8875	2.68561
AT1G55110.2	2160	1999.13	22.1125	0.506101
AT1G55110.3	1849	1688.13	0	0
AT1G64950.1	2052	1891.13	971.691	23.5097
AT1G73640.1	1203	1042.13	323	14.1815
AT1G80960.6	1354	1193.13	6.34438	0.2433
AT1G06320.1	667	506.134	34.7084	3.1377
AT1G21410.1	1588	1427.13	131	4.19999
AT1G53860.1	1684	1523.13	49.3323	1.48195
AT1G80960.5	1730	1569.13	7.29854	0.212823
AT1G80560.1	1461	1300.13	1469	51.6982
AT1G55750.6	2227	2066.13	395.958	8.76865
AT1G55750.4	1941	1780.13	0	0
AT1G55750.5	1635	1474.13	0	0
AT1G55750.2	2904	2743.13	20.136	0.335868
AT1G55750.3	1781	1620.13	64.9056	1.83304
AT1G55750.1	2134	1973.13	6.24092e-07	1.44722e-08
AT1G55000.2	930	769.134	29.0427	1.72773
AT1G57565.1	579	418.134	1	0.109427
AT1G13920.7	1405	1244.13	61.7693	2.27168
AT1G13920.6	1466	1305.13	7.97219	0.279489
AT1G13920.5	1697	1536.13	14.4692	0.430979
AT1G13920.4	1137	976.134	0	0
AT1G13920.3	1213	1052.13	0	0
AT1G13920.2	1312	1151.13	0	0
AT1G13920.1	1081	920.134	185.789	9.23871
AT1G30090.1	1797	1636.13	602	16.8352
AT1G55770.1	688	527.134	5	0.434001
AT1G14970.3	1958	1797.13	8.80087	0.224072
AT1G55000.3	1008	847.134	25.9373	1.40092
AT1G73350.2	790	629.134	266.626	19.391
AT1G73350.3	624	463.134	16.3356	1.61388
AT1G22120.1	1598	1437.13	0	0
AT1G73350.1	627	466.134	26.7048	2.62132
AT1G21890.2	1069	908.134	0	0
AT1G21890.1	1475	1314.13	0	0
AT1G58265.1	480	319.307	0	0
AT1G55960.1	1596	1435.13	259.209	8.26419
AT1G55960.2	1648	1487.13	210.791	6.48549
AT1G22140.1	522	361.134	155.374	19.6858
AT1G22140.3	859	698.134	185.955	12.1874
AT1G22140.2	503	342.24	15.6707	2.09507
AT1G54820.2	1806	1645.13	3.63871	0.101202
AT1G03060.3	11892	11731.1	319.736	1.24708
AT1G03060.2	11983	11822.1	182.731	0.707226
AT1G03060.1	11304	11143.1	680.533	2.79437
AT1G03060.4	10985	10824.1	0	0
AT1G44750.1	1578	1417.13	18.9615	0.612213
AT1G44750.2	2151	1990.13	519.978	11.9549
AT1G44750.3	2307	2146.13	0	0
AT1G44750.4	1275	1114.13	149.154	6.12548
AT1G44750.5	2096	1935.13	47.0197	1.11176
AT1G44750.6	1210	1049.13	222.029	9.68322
AT1G44750.7	1129	968.134	0	0
AT1G76630.1	3423	3262.13	0	0
AT1G04105.1	402	241.75	4.62414	0.875201
AT1G12760.2	1757	1596.13	0	0
AT1G16810.3	527	366.134	1687.12	210.838
AT1G67180.4	1617	1456.13	0	0
AT1G72630.1	994	833.134	848	46.5718
AT1G67250.1	724	563.134	2338	189.965
AT1G54170.1	2405	2244.13	1353	27.5861
AT1G16360.2	1297	1136.13	4.44858	0.179157
AT1G16360.3	1459	1298.13	4.4373	0.156401
AT1G16360.1	1203	1042.13	0	0
AT1G16360.4	1368	1207.13	15.1141	0.572887
AT1G16360.5	1338	1177.13	0	0
AT1G73220.1	1943	1782.13	15	0.385117
AT1G35680.1	939	778.134	775	45.571
AT1G56720.2	1785	1624.13	232.779	6.55787
AT1G56290.1	2459	2298.13	531.662	10.5853
AT1G32940.4	2446	2285.13	102.457	2.05151
AT1G44980.1	741	580.134	0	0
AT1G17560.2	1044	883.134	16.0633	0.832243
AT1G17560.1	943	782.134	498.937	29.1881
AT1G31620.1	336	176.843	0	0
AT1G62910.1	2194	2033.13	126.087	2.83757
AT1G04470.1	3611	3450.13	0	0
AT1G68690.2	3452	3291.13	0	0
AT1G68690.1	2466	2305.13	144.91	2.87636
AT1G51730.1	1250	1089.13	2016	84.6937
AT1G70510.1	1667	1506.13	7.70668	0.234124
AT1G61330.1	1344	1183.13	0	0
AT1G65740.1	1116	955.134	0	0
AT1G16870.1	1840	1679.13	1650	44.9615
AT1G25540.1	2880	2719.13	545.662	9.18195
AT1G25540.2	3021	2860.13	253.338	4.05281
AT1G29940.1	4006	3845.13	1386	16.4928
AT1G70530.3	2720	2559.13	40.3221	0.720929
AT1G70530.2	2699	2538.13	70.8612	1.27743
AT1G70530.1	2697	2536.13	1108.82	20.0046
AT1G27210.1	2529	2368.13	1707	32.9814
AT1G26730.2	2608	2447.13	0	0
AT1G26730.1	2920	2759.13	52	0.862328
AT1G78476.1	638	477.134	8.27474	0.793516
AT1G27600.1	1870	1709.13	279.886	7.49285
AT1G14200.1	1064	903.134	546	27.6619
AT1G27600.2	1637	1476.13	1260.11	39.0594
AT1G26320.1	1408	1247.13	0	0
AT1G26320.2	1368	1207.13	0	0
AT1G56720.1	2025	1864.13	23.7849	0.583803
AT1G51650.1	795	634.134	11281	813.97
AT1G33960.1	1453	1292.13	0	0
AT1G33960.2	1767	1606.13	0	0
AT1G78940.2	2473	2312.13	0	0
AT1G14210.1	902	741.134	4023	248.368
AT1G77260.1	2626	2465.13	789	14.6446
AT1G31640.1	1395	1234.13	0	0
AT1G28760.1	1803	1642.13	115	3.20428
AT1G07340.1	1686	1525.13	0	0
AT1G63780.1	1229	1068.13	1277	54.7025
AT1G73750.1	1682	1521.13	79.565	2.3933
AT1G18610.1	2251	2090.13	156.461	3.42511
AT1G18610.2	2544	2383.13	102.539	1.96871
AT1G35540.1	1818	1657.13	0	0
AT1G78960.5	2500	2339.13	126.655	2.47748
AT1G78370.1	1147	986.134	755	35.031
AT1G77240.1	1832	1671.13	3.82559	0.104744
AT1G78960.2	3035	2874.13	0	0
AT1G78960.3	2669	2508.13	6.01836	0.109792
AT1G52950.1	1729	1568.13	12	0.350138
AT1G55270.2	1554	1393.13	0	0
AT1G63160.1	1379	1218.13	381	14.3111
AT1G68350.1	861	700.134	102	6.66593
AT1G71000.1	1106	945.134	0	0
AT1G27980.1	2092	1931.13	709	16.7987
AT1G24290.1	1779	1618.13	39.8199	1.12597
AT1G10720.1	1817	1656.13	1017	28.0975
AT1G80940.1	1362	1201.13	419.44	15.9779
AT1G80940.3	1141	980.134	40.782	1.90382
AT1G64800.1	909	748.134	0	0
AT1G79720.1	1681	1520.13	321.412	9.67435
AT1G12665.1	519	358.134	0	0
AT1G15370.1	978	817.134	2028	113.558
AT1G24270.1	913	752.134	7	0.425838
AT1G20060.10	2864	2703.13	2.93338	0.0496526
AT1G68450.1	790	629.134	130	9.45457
AT1G01720.1	1653	1492.13	1451	44.494
AT1G15310.1	1833	1672.13	249	6.8135
AT1G64820.1	1509	1348.13	0	0
AT1G05320.8	2552	2391.13	0	0
AT1G05320.9	2744	2583.13	195.645	3.46549
AT1G05320.6	2803	2642.13	20.3284	0.352039
AT1G05320.7	2715	2554.13	56.3593	1.00963
AT1G05320.4	2800	2639.13	17.3699	0.301146
AT1G05320.5	2359	2198.13	0	0
AT1G05320.2	2639	2478.13	395.445	7.30135
AT1G05320.3	2429	2268.13	508.161	10.2512
AT1G05320.1	2794	2633.13	418.691	7.27549
AT1G21310.1	1654	1493.13	38710	1186.22
AT1G02430.2	492	331.274	53.3303	7.36594
AT1G02430.1	968	807.134	152.832	8.66386
AT1G32810.2	3878	3717.13	549	6.75781
AT1G35830.1	1837	1676.13	10	0.272981
AT1G27270.1	726	565.134	0	0
AT1G15885.1	542	381.134	44	5.28222
AT1G69090.1	1257	1096.13	0	0
AT1G79280.2	6589	6428.13	0	0
AT1G79280.3	6285	6124.13	844.716	6.31114
AT1G79280.1	6657	6496.13	690.141	4.86099
AT1G31430.1	1734	1573.13	0	0
AT1G20610.1	2011	1850.13	992	24.533
AT1G31430.2	1810	1649.13	42	1.16529
AT1G64230.5	615	454.134	31.4058	3.16422
AT1G64230.4	682	521.134	0	0
AT1G61800.1	1610	1449.13	1	0.0315743
AT1G61800.2	1724	1563.13	0	0
AT1G32720.1	552	391.134	0	0
AT1G77480.2	1990	1829.13	148.425	3.71283
AT1G34380.1	1380	1219.13	0	0
AT1G53760.1	1266	1105.13	975.883	40.404
AT1G61820.1	2116	1955.13	2108.15	49.3364
AT1G53760.2	1115	954.134	22.1173	1.06063
AT1G34380.2	1277	1116.13	92	3.77149
AT1G69790.1	1605	1444.13	122.327	3.87575
AT1G09540.1	1558	1397.13	663	21.7129
AT1G53200.2	2251	2090.13	52.2466	1.14374
AT1G53200.1	2290	2129.13	256.753	5.51766
AT1G78635.1	854	693.134	0	0
AT1G52640.1	1744	1583.13	33	0.953758
AT1G49190.2	2128	1967.13	0	0
AT1G43415.1	354	194.421	0	0
AT1G68130.1	2097	1936.13	271.556	6.4175
AT1G29290.1	1422	1261.13	66	2.39455
AT1G68290.1	1094	933.134	6.15228	0.301671
AT1G30473.1	1532	1371.13	0	0
AT1G35255.1	940	779.134	76	4.46317
AT1G58080.1	1734	1573.13	1911	55.5823
AT1G80940.2	1300	1139.13	188.234	7.56074
AT1G29025.1	2198	2037.13	2703	60.7111
AT1G69400.2	1296	1135.13	0	0
AT1G44900.1	3158	2997.13	891.036	13.6029
AT1G44900.2	3047	2886.13	290.964	4.6128
AT1G72880.1	1738	1577.13	839.307	24.3497
AT1G79560.2	2976	2815.13	144.942	2.3558
AT1G19086.1	544	383.134	0	0
AT1G54860.1	1065	904.134	0	0
AT1G79560.1	3521	3360.13	524.058	7.13615
AT1G01740.1	1452	1291.13	0	0
AT1G24210.1	834	673.134	31	2.10718
AT1G01880.4	1634	1473.13	15.6897	0.487319
AT1G01880.3	2134	1973.13	0	0
AT1G01740.5	1624	1463.13	29.909	0.935318
AT1G01880.1	2029	1868.13	0	0
AT1G54110.3	1458	1297.13	16.6395	0.586946
AT1G74420.2	1777	1616.13	0	0
AT1G47970.1	1246	1085.13	3788	159.723
AT1G30050.1	1501	1340.13	75	2.56068
AT1G07410.1	1148	987.134	588	27.2548
AT1G18640.3	1450	1289.13	75.9462	2.69556
AT1G18640.2	1389	1228.13	976.31	36.3734
AT1G74420.4	1680	1519.13	0	0
AT1G65620.1	1759	1598.13	1.55819	0.0446118
AT1G48285.1	459	298.339	0	0
AT1G50050.2	780	619.134	18.0628	1.33488
AT1G76420.1	1438	1277.13	0	0
AT1G50050.1	681	520.134	5.93715	0.522282
AT1G09600.1	3100	2939.13	93	1.44779
AT1G50880.1	840	679.134	0	0
AT1G26340.1	758	597.134	778	59.6142
AT1G13590.1	882	721.134	1190	75.5045
AT1G44030.1	2407	2246.13	31.1281	0.634101
AT1G44030.2	1980	1819.13	20.4821	0.515171
AT1G70900.1	1369	1208.13	892	33.7825
AT1G77520.1	1593	1432.13	24	0.766778
AT1G10990.2	579	418.134	8.07299	0.883407
AT1G10990.1	871	710.134	26.927	1.73496
AT1G08600.2	4590	4429.13	0	0
AT1G08600.3	5000	4839.13	812.283	7.68036
AT1G08600.1	4377	4216.13	0	0
AT1G74950.1	1282	1121.13	339.383	13.8508
AT1G08600.4	4440	4279.13	257.717	2.75568
AT1G74950.2	1373	1212.13	18.617	0.70275
AT1G12380.1	3155	2994.13	123	1.87964
AT1G65640.2	1557	1396.13	0	0
AT1G30440.1	2960	2799.13	1985	32.4473
AT1G49570.1	1509	1348.13	133	4.51399
AT1G27920.2	1403	1242.13	0	0
AT1G80420.3	1184	1023.13	329.777	14.7479
AT1G24600.1	413	252.577	54	9.78231
AT1G35260.1	767	606.134	1499	113.155
AT1G03510.1	1470	1309.13	50	1.74754
AT1G52230.1	702	541.134	18	1.52198
AT1G11810.1	1304	1143.13	1	0.0400262
AT1G20860.1	1605	1444.13	1	0.0316836
AT1G20860.2	1889	1728.13	0	0
AT1G24660.1	67	24.5	0	0
AT1G60450.1	1247	1086.13	0	0
AT1G55620.2	2828	2667.13	801.258	13.7458
AT1G52155.1	1475	1314.13	385	13.4049
AT1G80810.2	2583	2422.13	175.957	3.32391
AT1G68230.1	556	395.134	122.132	14.1425
AT1G70270.1	545	384.134	2	0.238226
AT1G70270.2	666	505.134	0	0
AT1G68230.2	929	768.134	434.868	25.9037
AT1G05880.3	1815	1654.13	0	0
AT1G05880.2	1726	1565.13	3	0.0877024
AT1G05880.1	1470	1309.13	0	0
AT1G80420.1	1541	1380.13	176.534	5.8526
AT1G53650.1	1660	1499.13	183.087	5.58802
AT1G70210.1	2506	2345.13	721	14.0673
AT1G05860.1	1300	1139.13	89.6695	3.60173
AT1G05860.3	842	681.134	17.6796	1.18763
AT1G07880.2	1389	1228.13	34.5884	1.28863
AT1G09630.1	1093	932.134	1494	73.3355
AT1G35850.2	774	613.134	0	0
AT1G35850.1	915	754.134	0	0
AT1G24822.1	651	490.134	0	0
AT1G77090.1	1146	985.134	9	0.418012
AT1G74400.1	1465	1304.13	61	2.14018
